"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"435832","Familiar","Femenino","Otro familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-11 12:13:00","Ciudad Autónoma de Buenos Aires","02"
"435833","Familiar","Masculino","Padre","Física y psicológica","Sin dato ","Sin dato ","Femenino","2","1","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-11 12:37:00","Ciudad Autónoma de Buenos Aires","02"
"434008","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-11 12:39:00","Ciudad Autónoma de Buenos Aires","02"
"435834","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-11 13:03:00","Ciudad Autónoma de Buenos Aires","02"
"435835","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato ","Sin dato ","Masculino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-11 13:18:00","Ciudad Autónoma de Buenos Aires","02"
"345324","Familiar","Masculino","Padre","Física y psicológica","Sin dato ","Sin dato ","Masculino","1","2","Masculino","Padrastro","Llamante solicitó información y/o orientación","2021-05-11 13:40:00","Ciudad Autónoma de Buenos Aires","02"
"435836","Familiar","Femenino","Otro familiar","Física y psicológica","5","0 a 5 años","Femenino","1","1","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-11 14:10:00","Ciudad Autónoma de Buenos Aires","02"
"435837","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-11 14:33:00","Ciudad Autónoma de Buenos Aires","02"
"435298","Víctima","Femenino","Madre","Psicológica","30","30 a 39 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-11 15:27:00","Ciudad Autónoma de Buenos Aires","02"
"435838","Vecina/o","Masculino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Masculino","0","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-11 15:56:00","Ciudad Autónoma de Buenos Aires","02"
"346488","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-11 15:57:00","Ciudad Autónoma de Buenos Aires","02"
"435839","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-11 16:20:00","Ciudad Autónoma de Buenos Aires","02"
"435840","Víctima","Femenino","No hay niñas/os","Física y psicológica","53","50 a 59 años","Femenino","0","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-11 16:33:00","Ciudad Autónoma de Buenos Aires","02"
"435841","Víctima","Femenino","Madre","Psicológica","27","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-11 17:05:00","Ciudad Autónoma de Buenos Aires","02"
"435842","Familiar","Femenino","Otro familiar","Física y psicológica","32","30 a 39 años","Femenino","13","2","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-11 18:29:00","Ciudad Autónoma de Buenos Aires","02"
"435843","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-11 18:40:00","Ciudad Autónoma de Buenos Aires","02"
"435844","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-11 18:50:00","Ciudad Autónoma de Buenos Aires","02"
"435845","Otra/o sobre una situación de conflicto familiar","Masculino","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-11 19:05:00","Ciudad Autónoma de Buenos Aires","02"
"435846","Vecina/o","Femenino","Otro/a no familiar","Psicológica","80","Más de 60 años","Femenino","0","1","Femenino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-11 19:44:00","Ciudad Autónoma de Buenos Aires","02"
"435853","Víctima","Femenino","NS/NC","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-12 07:37:00","Ciudad Autónoma de Buenos Aires","02"
"435854","Familiar","Femenino","Otro familiar","Física y psicológica","28","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-12 10:54:00","Ciudad Autónoma de Buenos Aires","02"
"435855","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-12 10:54:00","Ciudad Autónoma de Buenos Aires","02"
"435856","Víctima","Femenino","Madre","Física y psicológica","29","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-12 11:13:00","Ciudad Autónoma de Buenos Aires","02"
"435857","Agresor/a","Femenino","Madre","Física y psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-12 11:17:00","Ciudad Autónoma de Buenos Aires","02"
"435858","Otro/a","Masculino","No hay niñas/os","Física y psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-12 12:05:00","Ciudad Autónoma de Buenos Aires","02"
"435860","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-12 12:28:00","Ciudad Autónoma de Buenos Aires","02"
"435864","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-12 12:44:00","Ciudad Autónoma de Buenos Aires","02"
"435865","Víctima","Masculino","Hermano/a","Psicológica","45","40 a 49 años","Masculino","2","1","Masculino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2021-05-12 12:51:00","Ciudad Autónoma de Buenos Aires","02"
"435866","Víctima","Femenino","Madre","Física y psicológica","Sin dato ","Sin dato ","Femenino","2","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-12 12:54:00","Ciudad Autónoma de Buenos Aires","02"
"435867","Víctima","Femenino","No hay niñas/os","Psicológica","35","30 a 39 años","Femenino","0","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-12 13:03:00","Ciudad Autónoma de Buenos Aires","02"
"435868","Víctima","Femenino","No hay niñas/os","Psicológica","63","Más de 60 años","Femenino","0","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-12 13:11:00","Ciudad Autónoma de Buenos Aires","02"
"435869","Vecina/o","NS/NC","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Masculino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2021-05-12 13:11:00","Ciudad Autónoma de Buenos Aires","02"
"435870","Víctima","Femenino","Hermano/a","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-12 13:16:00","Ciudad Autónoma de Buenos Aires","02"
"435871","Otro/a","NS/NC","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Masculino","5","2","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-12 14:46:00","Ciudad Autónoma de Buenos Aires","02"
"427487","Víctima","Femenino","Padre","Psicológica","18","18 a 29 años","Femenino","0","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-12 14:53:00","Ciudad Autónoma de Buenos Aires","02"
"435873","Víctima","Femenino","Madre","Física y psicológica","29","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-12 15:14:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Víctima","Femenino","Madre","Física y psicológica","26","18 a 29 años","Femenino","3","1","Masculino","Pareja","Se planificó intervención para otro momento","2021-05-12 15:43:00","Ciudad Autónoma de Buenos Aires","02"
"435876","Familiar","Masculino","Padre","Psicológica","Sin dato ","Sin dato ","NS/NC","2","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-12 17:26:00","Ciudad Autónoma de Buenos Aires","02"
"435877","Familiar","Femenino","Otro familiar","Física y psicológica","11","06 a 11 años","Femenino","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-12 17:34:00","Ciudad Autónoma de Buenos Aires","02"
"435878","Vecina/o","Femenino","Otro/a no familiar","Psicológica","5","0 a 5 años","Femenino","1","1","Femenino","Abuelo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-13 01:30:00","Ciudad Autónoma de Buenos Aires","02"
"435879","Víctima","Femenino","No hay niñas/os","Psicológica","29","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-13 03:28:00","Ciudad Autónoma de Buenos Aires","02"
"435880","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-13 07:21:00","Ciudad Autónoma de Buenos Aires","02"
"435881","Víctima","Femenino","NS/NC","Psicológica","45","40 a 49 años","Femenino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2021-05-13 10:54:00","Ciudad Autónoma de Buenos Aires","02"
"435882","Víctima","Femenino","Madre","Física, sexual y psicológica","44","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-13 10:55:00","Ciudad Autónoma de Buenos Aires","02"
"435883","Víctima","Femenino","NS/NC","Psicológica","51","50 a 59 años","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-13 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"435885","Otro/a","Femenino","Madre","Física y psicológica","38","30 a 39 años","Femenino","1","1","NS/NC","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-13 11:06:00","Ciudad Autónoma de Buenos Aires","02"
"435884","NS/NC","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-13 11:12:00","Ciudad Autónoma de Buenos Aires","02"
"435888","Vecina/o","NS/NC","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","Masculino","1","1","NS/NC","Otro/a conviviente","Llamante solicitó información y/o orientación","2021-05-13 11:19:00","Ciudad Autónoma de Buenos Aires","02"
"435887","Víctima","Femenino","NS/NC","Económica y psicológica","45","40 a 49 años","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-13 11:20:00","Ciudad Autónoma de Buenos Aires","02"
"435890","Víctima","Femenino","Madre","Económica y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-13 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"435892","Familiar","Femenino","Otro familiar","Psicológica","Sin dato ","Sin dato ","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-13 11:37:00","Ciudad Autónoma de Buenos Aires","02"
"435893","Otro/a","Masculino","NS/NC","Física y psicológica","16","12 a 17 años","Femenino","3","2","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-13 11:46:00","Ciudad Autónoma de Buenos Aires","02"
"435898","Familiar","Femenino","Otro familiar","Física y psicológica","30","30 a 39 años","Femenino","4","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-13 13:21:00","Ciudad Autónoma de Buenos Aires","02"
"435899","Víctima","Femenino","NS/NC","Física y psicológica","22","18 a 29 años","Femenino","1","2","Masculino","Otro/a conviviente","Llamante solicitó información y/o orientación","2021-05-13 15:01:00","Ciudad Autónoma de Buenos Aires","02"
"435900","Otro/a","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-13 17:30:00","Ciudad Autónoma de Buenos Aires","02"
"435901","Víctima","Femenino","Madre","Psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-13 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"435902","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","6","06 a 11 años","Masculino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-13 19:05:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-13 19:12:00","Ciudad Autónoma de Buenos Aires","02"
"435903","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-13 19:45:00","Ciudad Autónoma de Buenos Aires","02"
"435904","Víctima","Femenino","No hay niñas/os","Física y psicológica","44","40 a 49 años","Femenino","0","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-13 22:19:00","Ciudad Autónoma de Buenos Aires","02"
"435912","Familiar","Femenino","No hay niñas/os","Económica y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-14 09:34:00","Ciudad Autónoma de Buenos Aires","02"
"435913","Víctima","Femenino","Otro familiar","Psicológica","61","Más de 60 años","Femenino","1","1","Femenino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-14 09:37:00","Ciudad Autónoma de Buenos Aires","02"
"435914","Vecina/o","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","NS/NC","Madre","Llamante solicitó información y/o orientación","2021-05-14 09:58:00","Ciudad Autónoma de Buenos Aires","02"
"435921","Familiar","Femenino","No hay niñas/os","Psicológica","58","50 a 59 años","Femenino","0","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-14 10:55:00","Ciudad Autónoma de Buenos Aires","02"
"199161","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-14 10:59:00","Ciudad Autónoma de Buenos Aires","02"
"435937","Víctima","Femenino","NS/NC","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-14 13:36:00","Ciudad Autónoma de Buenos Aires","02"
"435936","Víctima","Femenino","Madre","Psicológica","35","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-14 13:36:00","Ciudad Autónoma de Buenos Aires","02"
"435938","Familiar","Masculino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-14 13:39:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-14 13:59:00","Ciudad Autónoma de Buenos Aires","02"
"435879","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-14 14:27:00","Ciudad Autónoma de Buenos Aires","02"
"435944","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-14 14:31:00","Ciudad Autónoma de Buenos Aires","02"
"435945","Víctima","Femenino","NS/NC","Psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-14 14:37:00","Ciudad Autónoma de Buenos Aires","02"
"435946","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","Ex pareja","Llamante solicitó información y/o orientación","2021-05-14 14:43:00","Ciudad Autónoma de Buenos Aires","02"
"431290","Víctima","Femenino","NS/NC","Psicológica","25","18 a 29 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-14 14:51:00","Ciudad Autónoma de Buenos Aires","02"
"435947","Otro/a","NS/NC","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-14 14:58:00","Ciudad Autónoma de Buenos Aires","02"
"435948","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-14 15:06:00","Ciudad Autónoma de Buenos Aires","02"
"435949","Víctima","Femenino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-14 15:11:00","Ciudad Autónoma de Buenos Aires","02"
"235091","Víctima","Femenino","Madre","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-14 15:19:00","Ciudad Autónoma de Buenos Aires","02"
"435950","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","12","12 a 17 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-14 16:12:00","Ciudad Autónoma de Buenos Aires","02"
"435952","Víctima","Femenino","No hay niñas/os","Física y psicológica","45","40 a 49 años","Femenino","0","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-14 18:39:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-14 19:42:00","Ciudad Autónoma de Buenos Aires","02"
"435953","Otra/o sobre una situación de conflicto familiar","Femenino","Otro/a no familiar","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-14 22:23:00","Ciudad Autónoma de Buenos Aires","02"
"435954","Familiar","Femenino","No hay niñas/os","Psicológica","80","Más de 60 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-14 22:37:00","Ciudad Autónoma de Buenos Aires","02"
"435955","Familiar","Femenino","Madre","Psicológica","16","12 a 17 años","Masculino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-14 22:43:00","Ciudad Autónoma de Buenos Aires","02"
"435956","Comisaría","Masculino","Otro/a no familiar","Física y psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-14 23:13:00","Ciudad Autónoma de Buenos Aires","02"
"435957","Comisaría","Femenino","No hay niñas/os","Física y psicológica","23","18 a 29 años","Femenino","0","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2021-05-15 02:47:00","Ciudad Autónoma de Buenos Aires","02"
"435958","Víctima","Femenino","Madre","Física, sexual y psicológica","39","30 a 39 años","Femenino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-15 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"435959","Familiar","Femenino","Otro familiar","Física y psicológica","4","0 a 5 años","Masculino","4","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-15 10:41:00","Ciudad Autónoma de Buenos Aires","02"
"435960","Vecina/o","Masculino","Otro/a no familiar","Física y psicológica","1","0 a 5 años","Masculino","2","2","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-15 11:39:00","Ciudad Autónoma de Buenos Aires","02"
"435961","Otra/o sobre una situación de conflicto familiar","Masculino","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-15 12:59:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-15 13:14:00","Ciudad Autónoma de Buenos Aires","02"
"435962","Otra/o sobre una situación de conflicto familiar","Femenino","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-15 13:16:00","Ciudad Autónoma de Buenos Aires","02"
"435875","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-15 13:26:00","Ciudad Autónoma de Buenos Aires","02"
"435963","Víctima","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-15 14:21:00","Ciudad Autónoma de Buenos Aires","02"
"435964","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-15 14:31:00","Ciudad Autónoma de Buenos Aires","02"
"424796","Vecina/o","Femenino","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-15 14:37:00","Ciudad Autónoma de Buenos Aires","02"
"435949","Víctima","Femenino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","0","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-15 14:44:00","Ciudad Autónoma de Buenos Aires","02"
"435965","Otro/a","NS/NC","Otro/a no familiar","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-15 14:59:00","Ciudad Autónoma de Buenos Aires","02"
"435967","Víctima","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-15 15:04:00","Ciudad Autónoma de Buenos Aires","02"
"435968","Vecina/o","NS/NC","NS/NC","Psicológica","Sin dato ","Sin dato ","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-15 15:10:00","Ciudad Autónoma de Buenos Aires","02"
"435969","Víctima","Femenino","No hay niñas/os","Psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-15 15:21:00","Ciudad Autónoma de Buenos Aires","02"
"435970","Víctima","Femenino","NS/NC","Física y psicológica","15","12 a 17 años","Femenino","1","2","Masculino","Padre","Llamante solicitó información y/o orientación","2021-05-15 15:26:00","Ciudad Autónoma de Buenos Aires","02"
"435971","Víctima","NS/NC","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","NS/NC","0","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2021-05-15 15:33:00","Ciudad Autónoma de Buenos Aires","02"
"435972","Víctima","Femenino","Madre","Psicológica","Sin dato ","Sin dato ","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2021-05-15 18:49:00","Ciudad Autónoma de Buenos Aires","02"
"426631","Víctima","Femenino","No hay niñas/os","Psicológica","25","18 a 29 años","Femenino","1","2","NS/NC","Madre","Llamante solicitó información y/o orientación","2021-05-15 19:25:00","Ciudad Autónoma de Buenos Aires","02"
"435973","Familiar","Masculino","Padre","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-15 21:22:00","Ciudad Autónoma de Buenos Aires","02"
"435973","Familiar","Masculino","Padre","Física y psicológica","Sin dato ","Sin dato ","NS/NC","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-15 21:36:00","Ciudad Autónoma de Buenos Aires","02"
"435974","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","Femenino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-15 21:47:00","Ciudad Autónoma de Buenos Aires","02"
"435974","Víctima","Femenino","NS/NC","Psicológica","Sin dato ","Sin dato ","Femenino","1","2","Femenino","Hermano/a","Llamante solicitó información y/o orientación","2021-05-15 21:49:00","Ciudad Autónoma de Buenos Aires","02"
"431290","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato ","Sin dato ","Femenino","0","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2021-05-15 21:57:00","Ciudad Autónoma de Buenos Aires","02"
"435975","Otro/a","Femenino","Otro/a no familiar","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-15 22:18:00","Ciudad Autónoma de Buenos Aires","02"
"435975","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-16 01:06:00","Ciudad Autónoma de Buenos Aires","02"
"435976","Víctima","Femenino","Otro familiar","Psicológica","62","Más de 60 años","Femenino","1","1","Femenino","Hijo/a","Llamante solicitó información y/o orientación","2021-05-16 01:28:00","Ciudad Autónoma de Buenos Aires","02"
"435977","Víctima","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","2","Femenino","Madre","Llamante solicitó información y/o orientación","2021-05-16 01:48:00","Ciudad Autónoma de Buenos Aires","02"
"435978","Comisaría","Femenino","Otro/a no familiar","Psicológica","23","18 a 29 años","Femenino","3","1","Masculino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2021-05-16 02:49:00","Ciudad Autónoma de Buenos Aires","02"
"435979","Vecina/o","Femenino","Otro/a no familiar","Física y psicológica","5","0 a 5 años","Masculino","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2021-05-16 03:09:00","Ciudad Autónoma de Buenos Aires","02"
"435980","Comisaría","Masculino","Otro/a no familiar","Física y psicológica","28","18 a 29 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-16 03:18:00","Ciudad Autónoma de Buenos Aires","02"
"435970","Profesionales de la Línea 137","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Comunicación con los Equipos Móviles","2021-05-16 05:35:00","Ciudad Autónoma de Buenos Aires","02"
"432108","Víctima","Femenino","NS/NC","Psicológica","35","30 a 39 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2021-05-16 06:35:00","Ciudad Autónoma de Buenos Aires","02"
"435981","Otra/o sobre una situación de conflicto familiar","NS/NC","NS/NC","No aplica","Sin dato ","Sin dato ","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2021-05-16 06:45:00","Ciudad Autónoma de Buenos Aires","02"
